_redis_id,_validation,bottle_distance_to_filler_value,bottle_level_value,conveyor_belt_engine_state,plc1_mode,plc2_mode,supply_pressure,tank_input_flow_value,tank_input_valve_position,tank_input_valve_state,tank_level_value,tank_output_flow_value,tank_output_valve_position,tank_output_valve_state,tank_pressure,timestamp,timestamp_iso,timestamp_unix_ms
1780423986233-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,112.51878415979009,0.0,1.0,1.0,2.5,14.83543755511783,1.0,1.0,324.5000000000266,15.062802265324608,1.0,1.0,0.031801000000002605,1780423986.2333,2026-06-02 18:13:06,1780423986233.0
1780423986440-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,112.51878415979009,0.0,1.0,1.0,2.5,14.934932293693436,1.0,1.0,324.5000000000266,15.26535717585283,1.0,1.0,0.031801000000002605,1780423986.4401996,2026-06-02 18:13:06,1780423986440.0
1780423986649-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,112.51878415979009,0.0,1.0,1.0,2.5,14.706963272703037,1.0,1.0,324.5000000000266,15.459893125673982,1.0,1.0,0.031801000000002605,1780423986.6484654,2026-06-02 18:13:06,1780423986648.0
1780423986853-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,117.01878415979009,0.0,1.0,1.0,2.5,14.852858056966253,1.0,1.0,324.5000000000266,14.869889682487829,1.0,1.0,0.031801000000002605,1780423986.8528786,2026-06-02 18:13:06,1780423986852.0
1780423987056-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,117.01878415979009,0.0,1.0,1.0,2.5,14.747139023455068,1.0,1.0,324.5000000000266,14.991049162261023,1.0,1.0,0.031801000000002605,1780423987.0562153,2026-06-02 18:13:07,1780423987056.0
1780423987258-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,117.01878415979009,0.0,1.0,1.0,2.5,14.919059107272657,1.0,1.0,324.5000000000266,15.126869991523673,1.0,1.0,0.031801000000002605,1780423987.2581773,2026-06-02 18:13:07,1780423987258.0
1780423987460-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,121.51878415979009,0.0,1.0,1.0,2.5,15.095392469678904,1.0,1.0,324.5000000000266,14.961661480792902,1.0,1.0,0.031801000000002605,1780423987.4602838,2026-06-02 18:13:07,1780423987460.0
1780423987663-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,121.51878415979009,0.0,1.0,1.0,2.5,15.339325840909147,1.0,1.0,324.5000000000266,15.289141826096214,1.0,1.0,0.031801000000002605,1780423987.662851,2026-06-02 18:13:07,1780423987662.0
1780423987867-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,121.51878415979009,0.0,1.0,1.0,2.5,15.496402774252848,1.0,1.0,324.5000000000266,15.26465192536675,1.0,1.0,0.031801000000002605,1780423987.866969,2026-06-02 18:13:07,1780423987866.0
1780423988069-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,126.01878415979009,0.0,1.0,1.0,2.5,14.817147679381947,1.0,1.0,324.5000000000266,14.831601954447423,1.0,1.0,0.031801000000002605,1780423988.069559,2026-06-02 18:13:08,1780423988069.0
1780423988271-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,126.01878415979009,0.0,1.0,1.0,2.5,14.718211857298924,1.0,1.0,324.5000000000266,14.98652386042306,1.0,1.0,0.031801000000002605,1780423988.2716138,2026-06-02 18:13:08,1780423988271.0
1780423988476-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,126.01878415979009,0.0,1.0,1.0,2.5,14.797532096089498,1.0,1.0,324.5000000000266,14.894892106730753,1.0,1.0,0.031801000000002605,1780423988.4761038,2026-06-02 18:13:08,1780423988476.0
1780423988680-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,130.51878415979007,0.0,1.0,1.0,2.5,14.82597122229157,1.0,1.0,324.5000000000266,15.026981328206173,1.0,1.0,0.031801000000002605,1780423988.68016,2026-06-02 18:13:08,1780423988680.0
